#,gender,married,age,service,contract,billing,due
873,f,s,74,b,y,c,0
874,f,m,22,p,y,c,0
875,f,m,67,p,y,c,0
876,m,m,39,g,y,a,1
877,m,s,71,b,y,c,2
878,f,m,73,b,n,c,1
879,f,m,69,b,n,a,0
880,f,m,42,g,y,c,0
881,m,m,46,b,n,a,0
882,m,m,29,b,y,a,0
883,m,m,76,g,n,c,2
884,f,m,59,b,n,c,1
885,m,m,31,g,y,a,0
886,m,m,59,g,y,c,1
887,m,s,64,p,y,c,1
888,m,m,25,p,y,a,0
889,f,m,67,g,n,c,0
890,m,s,43,g,y,c,0
891,m,m,20,p,y,a,1
892,m,m,33,p,n,a,0
893,f,s,23,b,y,c,0
894,m,s,39,p,y,c,0
895,f,m,70,b,y,a,0
896,m,m,57,b,y,a,1
897,f,s,18,b,y,a,0
898,f,m,76,p,n,a,0
899,f,m,73,g,y,c,0
900,m,m,41,p,y,c,0
901,f,m,65,p,y,c,0
902,f,m,52,p,n,c,0
903,m,s,44,p,y,a,0
904,m,m,53,p,y,c,0
905,m,s,23,g,y,c,0
906,m,m,71,p,y,c,0
907,m,s,46,b,y,c,0
908,m,m,57,p,n,a,0
909,f,m,39,g,n,a,0
910,m,m,41,g,y,c,0
911,m,m,23,g,y,a,2
912,f,s,29,g,n,c,0
913,f,s,66,p,n,c,0
914,f,m,79,g,n,a,0
915,f,s,44,g,n,a,0
916,m,m,65,g,y,a,0
917,m,s,57,p,n,a,0
918,f,m,22,p,y,c,0
919,m,m,66,p,n,a,1
920,m,s,26,b,n,a,1
921,f,s,69,p,y,c,0
922,m,m,34,p,n,a,0
923,m,m,76,b,y,a,1
924,m,m,67,g,n,c,0
925,f,s,61,b,n,a,0
926,f,m,20,b,n,a,2
927,f,s,38,b,n,a,0
928,m,s,40,b,n,a,2
929,f,s,50,g,y,a,0
930,f,m,76,b,n,a,0
931,f,m,46,b,y,a,0
932,f,s,63,p,n,a,2
933,f,s,47,g,y,c,1
934,f,m,29,b,n,c,1
935,m,s,75,b,n,a,1
936,f,s,35,p,y,a,2
937,f,m,27,p,n,c,0
938,m,m,56,g,n,c,1
939,m,s,61,p,n,c,2
940,m,m,23,p,n,c,0
941,f,m,20,b,n,c,0
942,m,m,54,p,y,a,2
943,m,m,30,b,y,c,2
944,f,s,72,p,y,c,1
945,m,s,39,b,y,c,2
946,m,s,36,p,n,c,0
947,f,s,44,p,y,c,0
948,f,m,62,b,y,a,0
949,m,m,31,b,y,c,0
950,f,m,37,g,n,c,2
951,m,m,36,p,n,c,0
952,m,m,58,b,y,c,2
953,m,m,78,g,n,a,0
954,m,m,63,p,n,c,1
955,m,s,32,g,n,c,0
956,f,s,63,p,y,a,0
957,m,m,57,b,y,a,0
958,f,m,55,g,n,c,0
959,f,m,71,b,y,a,0
960,m,s,25,g,y,a,0
961,f,s,27,p,n,c,0
962,f,s,28,b,y,c,1
963,m,s,21,p,n,c,0
964,m,m,72,p,y,a,0
965,f,m,49,g,y,c,0
966,m,s,23,p,n,c,0
967,f,m,21,g,n,a,0
968,m,m,62,g,n,a,0
969,m,m,33,g,n,c,1
970,f,m,59,p,y,c,1
971,f,s,38,p,y,a,0
972,f,m,60,g,n,a,0
973,f,s,78,g,n,c,0
974,m,s,23,p,y,c,0
975,f,s,24,b,y,c,0
976,m,s,52,p,y,a,0
977,f,m,21,b,n,c,0
978,m,m,58,b,n,a,0
979,f,m,43,p,y,c,0
980,f,s,51,g,n,c,0
981,f,s,38,b,n,c,1
982,f,m,23,p,y,a,0
983,f,m,37,p,n,a,0
984,m,m,47,b,y,a,0
985,f,s,42,p,n,c,0
986,f,s,31,b,n,c,0
987,f,m,35,p,n,a,0
988,m,m,77,g,y,c,0
989,m,s,73,p,y,a,0
990,m,m,32,g,n,c,1
991,f,s,31,p,y,a,0
992,m,s,58,b,n,c,0
993,m,s,23,p,y,c,0
994,f,m,71,b,y,a,1
995,f,s,19,g,n,a,0
996,m,m,18,g,y,a,0
997,f,s,41,p,y,c,1
998,f,s,56,g,y,c,0
999,m,s,68,b,y,c,0
1000,m,m,42,p,y,a,1
1001,m,s,49,b,y,c,0
1002,f,m,37,g,n,c,0
1003,m,s,39,p,y,c,0
1004,f,s,39,g,n,a,0
1005,m,m,20,b,y,c,0
1006,m,s,46,g,n,c,0
1007,f,m,39,g,y,a,0
1008,f,m,32,p,n,a,0
1009,m,s,57,b,n,a,0
1010,m,m,53,b,y,c,0
1011,f,m,18,g,y,c,0
1012,f,s,21,b,n,a,0
1013,f,m,44,p,n,a,2
1014,f,m,26,b,y,a,0
1015,f,m,23,p,y,c,0
1016,m,m,25,p,y,c,0
1017,f,m,55,p,n,a,2
1018,f,m,68,b,y,a,1
1019,f,m,58,p,n,c,0
1020,m,m,19,p,n,a,0
1021,m,m,25,b,y,c,0
1022,m,s,69,p,y,c,0
1023,f,m,31,p,y,a,0
1024,f,m,45,b,n,a,0
1025,f,m,60,p,y,a,0
1026,m,m,36,p,y,a,0
1027,m,m,42,b,y,c,1
1028,f,s,42,g,n,a,0
1029,f,m,45,b,y,c,0
1030,f,s,44,p,y,a,2
1031,f,s,49,g,n,a,0
1032,m,s,31,b,y,c,0
1033,m,m,32,p,n,c,1
1034,f,m,39,g,y,c,1
1035,f,s,74,g,y,a,2
1036,f,m,48,p,n,c,0
1037,m,m,35,b,y,c,1
1038,f,s,20,b,n,c,2
1039,f,s,74,b,y,c,1
1040,f,s,73,g,n,c,0
1041,f,m,23,p,n,c,2
1042,m,m,32,g,n,c,0
1043,m,m,69,g,n,c,0
1044,f,s,36,p,n,a,0
1045,m,m,50,g,n,c,0
1046,m,m,40,p,y,a,0
1047,m,m,53,p,n,a,0
1048,f,m,57,b,n,a,0
1049,f,m,30,p,y,a,0
1050,m,m,56,b,y,a,0
1051,m,m,77,g,y,c,0
1052,f,m,49,b,y,c,0
1053,m,m,70,b,y,a,0
1054,f,m,65,g,n,c,0
1055,m,m,66,p,y,c,2
1056,f,m,40,g,y,a,1
1057,f,s,30,b,n,a,1
1058,f,m,64,b,n,c,0
1059,m,s,53,p,y,c,1
1060,m,m,33,b,y,a,0
1061,m,m,25,g,y,a,2
1062,f,m,46,b,n,a,0
1063,f,m,49,p,n,c,0
1064,f,m,65,b,n,a,0
1065,f,s,22,b,n,a,0
1066,m,s,59,b,y,a,0
1067,f,m,44,p,n,c,2
1068,m,m,45,p,y,c,2
1069,m,m,23,b,y,c,2
1070,m,m,78,g,y,a,0
1071,m,s,29,p,y,c,0
1072,m,m,27,p,n,a,0
1073,m,m,33,b,y,a,0
1074,f,s,19,g,n,c,0
1075,m,s,52,g,n,c,2
1076,f,s,56,b,y,a,0
1077,f,s,60,g,y,c,0
1078,f,s,76,g,y,c,0
1079,f,m,77,b,y,c,0
1080,f,m,36,g,y,a,0
1081,f,m,33,g,n,a,0
1082,f,m,24,p,n,c,0
1083,f,m,34,g,n,a,1
1084,f,s,36,g,y,c,0
1085,f,m,69,p,y,a,0
1086,f,m,40,b,y,c,0
1087,m,m,66,g,n,c,0
1088,f,m,37,g,y,a,2
1089,f,m,52,b,y,c,0
1090,m,s,77,p,n,c,0
1091,m,m,48,p,y,a,0
1092,f,m,75,g,n,a,0
1093,m,m,75,b,y,a,1
1094,f,m,49,g,y,a,0
1095,f,m,54,b,n,c,1
1096,m,m,56,b,n,a,0
1097,m,s,25,p,y,c,0
1098,f,m,77,b,n,a,0
1099,m,m,46,p,n,a,0
1100,m,m,23,b,y,c,1
1101,f,s,72,g,y,c,0
1102,m,m,40,b,y,a,0
1103,m,s,26,g,y,a,0
1104,m,s,28,b,y,c,0
1105,f,m,60,g,n,c,0
1106,f,s,76,p,y,a,0
1107,m,m,57,g,y,a,1
1108,f,m,37,g,y,c,0
1109,f,s,36,b,n,c,0
1110,f,m,41,g,y,c,0
1111,f,m,23,b,n,c,0
1112,f,m,32,p,n,c,0
1113,f,s,55,g,n,a,0
1114,m,m,75,g,n,a,1
1115,f,m,63,g,y,c,0
1116,f,s,69,g,y,c,2
1117,f,s,19,p,n,c,0
1118,f,m,75,p,y,c,2
1119,f,s,54,b,n,c,1
1120,f,m,69,p,y,c,2
1121,m,s,67,b,y,c,0
1122,m,m,63,b,n,c,0
1123,f,m,40,p,n,a,2
1124,m,s,78,p,n,c,1
1125,f,s,31,g,y,a,2
1126,m,m,30,b,y,a,0
1127,m,m,39,p,n,c,0
1128,f,s,63,b,y,a,0
1129,f,m,40,g,y,a,0
1130,m,m,62,b,n,c,1
1131,m,m,61,p,n,c,0
1132,f,s,29,p,y,a,0
1133,f,m,19,p,n,a,0
1134,f,s,62,p,y,c,0
1135,m,m,53,p,y,c,1
1136,m,m,56,p,y,c,0
1137,f,m,33,g,y,a,1
1138,m,m,49,p,y,c,1
1139,f,s,31,b,n,c,0
1140,f,s,46,p,y,c,0
1141,m,m,73,p,y,a,1
1142,f,s,54,b,y,a,0
1143,m,m,45,p,n,c,0
1144,f,s,70,g,y,c,0
1145,f,m,52,p,n,c,0
1146,m,s,71,p,y,a,1
1147,f,m,57,g,y,a,0
1148,f,s,39,b,n,c,1
1149,f,m,28,b,n,a,0
1150,f,m,23,p,y,a,0
1151,m,s,32,b,y,c,0
1152,m,m,71,p,n,c,0
1153,m,m,28,b,n,a,0
1154,f,m,42,b,y,a,0
1155,m,s,69,p,y,a,0
1156,f,m,58,p,y,a,2
1157,m,s,23,g,n,a,0
1158,m,m,71,g,n,a,0
1159,f,s,19,g,n,c,0
1160,m,s,30,b,y,c,0
1161,f,m,69,p,n,c,0
1162,f,m,60,b,y,c,2
1163,f,s,57,b,y,a,0
1164,f,m,77,p,n,a,0
1165,m,m,24,p,n,c,0
1166,f,m,60,g,n,c,0
1167,f,m,39,p,y,c,1
1168,m,s,24,g,y,a,0
1169,f,m,27,b,n,c,2
1170,f,s,40,b,y,c,1
1171,f,s,71,p,n,a,0
1172,f,s,55,g,y,c,0
1173,m,m,72,p,y,a,0
1174,m,m,30,p,n,a,1
1175,f,s,30,g,y,a,0
1176,f,m,31,g,n,c,1
1177,f,m,78,p,n,a,0
1178,f,s,58,g,y,c,0
1179,m,s,58,p,y,a,0
1180,m,m,33,b,n,a,1
1181,f,m,67,b,n,c,0
1182,f,s,66,p,n,a,0
1183,f,s,51,b,n,c,1
1184,f,m,19,g,y,c,2
1185,m,m,34,b,y,c,2
1186,f,m,33,g,n,a,0
1187,m,m,25,b,n,a,0
1188,m,m,60,p,y,a,0
1189,f,s,71,p,y,a,1
1190,f,s,37,g,n,a,1
1191,m,m,53,g,y,a,0
1192,m,s,28,g,y,c,0
1193,f,m,60,b,y,a,0
1194,f,m,33,b,y,a,0
1195,m,m,56,p,n,a,0
1196,m,m,41,b,y,c,2
1197,m,m,22,g,n,c,1
1198,f,s,68,p,n,c,1
1199,m,m,69,p,n,c,0
1200,m,m,77,b,n,a,1
1201,f,s,69,p,y,c,0
1202,f,s,58,b,n,a,0
1203,m,s,55,p,y,a,0
1204,m,s,18,g,n,c,0
1205,m,m,41,p,n,a,0
1206,f,s,59,p,y,c,0
1207,m,m,20,b,y,c,0
1208,m,m,53,g,n,a,0
1209,m,m,38,p,n,a,2
1210,m,m,24,b,n,c,0
1211,f,m,40,g,n,a,0
1212,m,m,79,b,y,c,0
1213,m,m,18,g,n,c,0
1214,m,s,52,p,n,c,0
1215,m,s,20,b,y,a,1
1216,f,m,67,p,n,c,0
1217,f,m,71,g,n,a,2
1218,f,m,66,g,y,c,2
1219,m,m,55,p,y,a,2
1220,f,m,26,b,y,a,2
1221,m,s,25,p,y,c,1
1222,m,s,61,b,y,a,1
1223,f,m,21,p,y,a,2
1224,m,m,43,b,n,a,1
1225,m,s,66,p,y,c,2
1226,f,m,53,p,y,a,0
1227,m,m,47,b,y,c,0
1228,m,m,22,b,y,a,0
1229,f,m,31,p,n,c,0
1230,m,s,79,b,y,a,2
1231,f,s,53,p,y,a,0
1232,f,m,23,p,n,c,0
1233,m,m,53,b,n,a,1
1234,f,s,59,g,n,a,0
1235,f,s,76,g,y,a,0
1236,f,m,25,g,n,c,0
1237,m,s,38,g,y,c,0
1238,m,m,32,b,n,a,1
1239,f,m,46,p,n,a,1
1240,f,m,49,g,n,a,1
1241,f,m,72,b,y,c,0
1242,f,s,33,p,y,c,1
1243,f,m,35,p,n,c,0
1244,f,m,43,g,n,a,1
1245,m,m,77,p,y,a,1
1246,f,s,73,g,y,a,0
1247,m,m,52,g,n,a,0
1248,f,m,77,p,n,a,1
1249,m,s,36,p,n,a,0
1250,f,s,49,p,n,c,0
1251,m,s,72,b,y,c,0
1252,m,m,33,b,y,a,0
1253,m,m,75,p,y,a,1
1254,f,s,56,b,n,c,1
1255,f,s,32,p,n,c,0
1256,m,s,44,p,n,a,2
1257,m,s,24,b,n,a,2
1258,f,m,79,g,n,c,0
1259,m,m,23,g,y,a,2
1260,m,s,22,g,y,c,0
1261,m,m,45,g,y,c,0
1262,m,s,43,p,n,a,0
1263,f,m,61,b,n,a,0
1264,f,m,40,p,y,a,0
1265,f,m,41,g,y,c,0
1266,f,m,55,g,y,c,0
1267,f,s,35,g,y,c,1
1268,m,m,75,g,y,c,0
1269,m,s,46,b,y,c,1
1270,f,s,50,p,n,c,0
1271,m,s,53,g,n,c,1
1272,m,s,70,b,y,a,0
1273,m,s,36,p,y,c,0
1274,f,s,34,g,n,a,0
1275,m,m,19,b,y,c,1
1276,m,s,71,g,y,c,0
1277,m,m,51,p,n,c,0
1278,f,m,30,g,n,c,0
1279,m,m,54,g,n,c,0
1280,m,m,38,b,y,a,0
1281,m,s,69,g,n,c,2
1282,m,s,53,b,y,c,1
1283,f,m,57,g,y,a,0
1284,f,m,77,p,y,c,0
1285,f,m,72,g,y,c,2
1286,m,s,49,p,n,c,0
1287,m,s,41,g,y,a,0
1288,m,m,65,g,n,c,1
1289,m,s,31,b,n,a,0
1290,f,m,55,p,y,a,0
1291,m,m,27,p,n,c,0
1292,f,m,22,b,y,c,2
1293,m,s,21,b,y,a,0
1294,m,s,78,b,y,a,0
1295,m,m,46,g,n,a,0
1296,f,m,49,g,n,a,0
1297,f,m,72,g,y,c,0
1298,f,m,18,p,y,c,0
1299,f,s,34,p,y,a,0
1300,f,s,57,b,n,c,0
1301,f,s,50,g,n,a,0
1302,m,s,77,p,n,a,2
1303,m,m,37,p,n,c,2
1304,f,s,35,g,n,a,1
1305,m,m,40,b,n,c,0
1306,f,m,69,p,y,c,0
1307,f,m,24,b,y,c,0
1308,f,s,29,p,y,c,0
1309,f,m,44,b,y,c,0
1310,m,m,26,b,n,a,0
1311,m,s,35,p,n,a,0
1312,m,s,69,p,y,a,0
1313,f,m,46,p,n,c,0
1314,m,s,20,b,y,a,0
1315,f,m,41,p,y,c,1
1316,m,s,22,b,n,c,0
1317,m,m,21,p,n,a,0
1318,m,s,79,g,y,c,1
1319,f,m,74,b,y,a,1
1320,m,m,65,g,n,a,2
1321,m,m,67,g,n,a,1
1322,m,s,33,g,n,a,1
1323,f,m,49,p,y,a,0
1324,m,m,52,g,y,c,0
1325,m,s,20,b,n,c,0
1326,f,s,35,p,y,a,0
1327,f,s,47,b,y,a,0
1328,m,s,21,g,y,c,0
1329,f,m,72,p,n,c,0
1330,m,s,37,b,y,a,0
1331,m,m,42,p,n,c,0
1332,f,s,39,g,n,c,0
1333,m,m,48,p,n,a,1
1334,m,s,23,b,y,a,0
1335,m,m,44,g,y,c,2
1336,m,s,59,g,y,a,0
1337,m,m,46,g,y,c,0
1338,f,m,65,p,n,a,1
1339,f,s,21,p,y,a,1
1340,m,m,51,g,n,a,0
1341,f,m,62,g,y,a,0
1342,f,m,41,b,y,a,0
1343,m,m,66,g,y,c,1
1344,m,m,28,p,y,c,0
1345,m,m,64,g,n,a,0
1346,f,m,21,p,y,a,0
1347,m,s,65,g,y,c,2
1348,m,m,18,p,y,a,0
1349,m,s,32,g,n,a,0
1350,f,m,73,g,y,c,1
1351,f,s,42,g,y,a,2
1352,f,s,22,g,y,a,0
1353,f,m,65,b,y,a,0
1354,f,s,51,g,n,a,0
1355,f,m,53,g,n,a,0
1356,m,m,60,g,y,a,0
1357,f,m,56,g,y,c,0
1358,f,s,54,p,n,c,0
1359,m,m,49,g,n,c,0
1360,m,m,50,p,n,a,1
1361,m,m,61,p,y,c,1
1362,m,s,19,p,n,c,1
1363,f,s,21,p,y,c,0
1364,f,s,34,g,n,a,0
1365,f,s,60,b,n,c,0
1366,f,s,64,p,y,c,0
1367,f,s,37,g,n,a,1
1368,f,s,76,g,y,a,1
1369,f,s,78,g,n,c,2
1370,m,m,66,b,y,a,0
1371,m,s,33,p,n,c,0
1372,f,s,61,g,n,c,0
1373,f,m,29,b,y,a,0
1374,f,m,68,b,y,c,0
1375,f,s,60,b,n,c,0
1376,m,m,36,p,n,a,0
1377,f,m,65,p,y,a,0
1378,f,m,64,p,n,c,0
1379,f,m,58,g,n,c,0
1380,m,s,66,p,n,c,0
1381,f,m,56,p,y,c,0
1382,m,s,30,p,n,a,1
1383,f,m,78,b,y,c,0
1384,m,s,26,b,y,c,0
1385,m,m,67,g,n,c,0
1386,m,m,79,p,n,c,0
1387,m,m,26,b,n,a,1
1388,f,m,22,p,y,c,2
1389,f,m,33,p,y,c,0
1390,f,m,20,p,y,c,0
1391,m,m,45,p,y,a,0
1392,m,s,18,p,y,a,0
1393,m,m,66,g,n,c,2
1394,f,m,46,g,n,c,0
1395,m,s,44,p,y,a,0
1396,f,s,51,p,y,a,0
1397,f,m,33,b,n,a,0
1398,f,m,54,p,n,a,1
1399,m,s,74,p,y,c,0
1400,f,s,76,p,n,a,0
1401,f,m,38,p,n,c,0
1402,f,m,62,g,n,a,1
1403,f,m,25,b,n,c,0
1404,f,m,73,p,y,c,0
1405,f,m,73,b,y,a,1
1406,m,m,59,p,y,c,0
1407,f,m,62,p,n,c,0
1408,f,s,55,p,n,c,2
1409,f,m,49,b,y,a,1
1410,f,s,31,g,y,c,0
1411,m,m,48,g,y,c,0
1412,m,s,75,p,n,c,0
1413,f,m,54,g,y,a,0
1414,m,m,32,p,y,c,0
1415,f,m,49,p,n,c,0
1416,f,s,35,g,n,c,0
1417,m,s,66,p,y,c,0
1418,f,s,21,b,n,c,0
1419,f,s,30,p,y,c,0
1420,m,m,69,p,n,c,0
1421,m,s,39,p,n,a,1
1422,m,m,47,p,y,c,0
1423,f,s,23,g,n,c,0
1424,m,s,65,b,n,c,0
1425,m,m,34,b,y,c,1
1426,m,m,69,p,y,a,0
1427,m,s,21,b,y,c,0
1428,m,s,56,g,n,a,0
1429,f,m,44,g,n,c,0
1430,m,s,38,b,n,a,0
1431,f,m,63,g,n,a,2
1432,f,s,72,g,y,a,2
1433,f,s,44,g,y,c,0
1434,f,s,63,p,y,a,0
1435,f,m,36,b,y,a,1
1436,m,m,71,p,n,a,0
1437,m,s,41,p,n,c,0
1438,m,s,56,p,y,c,2
1439,f,m,70,g,n,c,0
1440,f,m,39,b,y,a,1
1441,f,s,50,g,y,a,0
1442,m,m,26,b,y,a,0
1443,f,m,76,p,y,a,2
1444,f,m,22,p,y,c,0
1445,f,m,50,b,n,a,0
1446,f,s,74,b,n,a,0
1447,f,s,44,p,n,c,0
1448,f,m,76,g,y,a,0
1449,m,m,75,b,y,c,1
1450,f,m,38,p,y,a,0
1451,m,m,20,p,n,c,0
1452,m,m,54,g,y,c,0
1453,f,m,70,b,y,c,0
1454,m,s,30,p,n,a,0
1455,f,m,21,p,y,a,0
1456,f,s,49,g,n,c,1
1457,f,s,22,p,n,c,0
1458,m,m,24,b,y,c,0
1459,m,m,58,p,y,c,2
1460,f,s,31,b,n,c,1
1461,m,m,79,g,n,a,0
1462,f,m,43,g,y,a,0
1463,f,m,21,g,y,a,0
1464,f,s,33,p,y,a,0
1465,m,m,19,b,y,a,0
1466,f,s,29,b,y,a,1
1467,f,m,58,p,n,c,0
1468,m,m,63,g,y,a,0
1469,m,m,44,b,n,a,0
1470,m,m,58,p,n,a,1
1471,f,s,35,p,n,a,0
1472,m,s,67,p,n,c,0
1473,m,s,39,g,y,a,1
1474,m,m,65,b,n,a,0
1475,m,s,46,p,y,a,0
1476,m,m,41,p,n,a,1
1477,m,m,54,p,y,c,0
1478,f,s,72,b,n,a,2
1479,f,m,51,b,n,c,1
1480,m,m,49,p,n,c,1
1481,m,s,44,p,y,a,0
1482,m,m,38,g,y,a,2
1483,m,s,58,b,n,a,2
1484,m,m,69,b,n,a,1
1485,m,m,22,p,n,a,0
1486,m,s,71,b,y,c,0
1487,m,m,74,b,n,c,0
1488,m,m,35,p,y,c,0
1489,f,m,72,g,y,c,0
1490,m,s,74,b,n,a,0
1491,f,m,38,p,y,a,0
1492,f,m,70,p,y,a,0
1493,f,m,22,p,y,c,0
1494,m,m,45,b,n,a,1
1495,m,m,20,g,n,a,0
1496,f,m,44,b,n,c,2
1497,m,m,49,b,y,a,0
1498,m,m,73,g,n,c,0
1499,m,s,19,p,n,a,0
1500,f,m,43,b,n,a,0
1501,m,m,77,p,n,a,0
1502,f,m,66,g,y,c,0
1503,m,s,26,b,n,a,2
1504,m,m,22,b,n,c,0
1505,m,s,75,g,n,a,0
1506,f,s,59,g,n,a,0
1507,f,s,71,b,y,a,0
1508,m,m,34,p,n,a,0
1509,f,s,41,p,y,c,0
1510,f,s,72,p,n,c,1
1511,f,s,78,p,n,c,0
1512,f,m,21,b,n,c,0
1513,f,s,23,p,y,a,0
1514,m,m,49,g,y,c,2
1515,f,s,63,p,n,c,0
1516,m,s,77,p,y,c,1
1517,f,s,29,p,y,a,2
1518,m,m,58,b,y,a,0
1519,f,m,35,p,y,c,1
1520,m,m,50,b,n,a,0
1521,f,m,55,p,y,c,0
1522,m,m,53,b,y,c,0
1523,f,m,28,g,y,c,0
1524,m,m,41,p,y,a,0
1525,m,s,47,b,n,c,1
1526,f,m,42,p,y,c,0
1527,m,m,37,g,y,c,0
1528,m,s,56,p,n,a,0
1529,m,m,61,b,n,c,0
1530,m,m,35,g,n,c,0
1531,f,m,71,p,y,c,1
1532,f,m,34,p,y,c,0
1533,f,m,25,g,y,c,2
1534,m,s,28,p,n,c,0
1535,f,m,37,p,y,a,0
1536,m,s,62,b,n,a,0
1537,f,m,54,b,n,c,0
1538,f,s,61,g,y,a,0
1539,m,m,65,b,n,a,0
1540,f,s,49,p,n,c,0
1541,f,m,76,p,y,a,0
1542,m,s,53,p,n,c,0
1543,f,m,59,b,n,c,0
1544,m,m,63,b,y,a,0
1545,m,m,38,p,n,c,0
1546,m,s,49,b,y,c,1
1547,m,m,76,p,n,c,0
1548,f,s,77,g,y,a,1
1549,f,m,29,g,n,c,0
1550,m,m,31,b,y,c,2
1551,m,s,66,g,n,a,0
1552,m,m,23,p,y,a,0
1553,f,m,32,g,n,c,0
1554,m,s,39,b,y,c,2
1555,m,s,31,g,y,c,0
1556,m,m,40,p,n,c,0
1557,f,s,31,b,n,c,0
1558,f,s,78,g,n,c,0
1559,m,s,73,b,n,c,0
1560,m,s,61,b,n,c,0
1561,f,s,36,b,n,a,0
1562,m,m,19,b,n,a,1
1563,f,m,21,b,y,a,0
1564,f,s,60,p,n,a,0
1565,m,m,55,p,n,c,2
1566,m,s,75,g,y,a,0
1567,m,m,56,p,y,c,0
1568,f,s,35,p,n,c,0
1569,f,m,75,g,y,c,0
1570,f,s,29,p,y,a,0
1571,f,s,44,b,n,c,0
1572,m,m,60,g,y,a,0
1573,f,m,68,b,y,c,0
1574,f,m,53,b,y,c,0
1575,f,s,20,g,y,a,0
1576,f,s,20,g,y,a,0
1577,m,s,44,p,n,c,0
1578,m,m,52,p,n,c,1
1579,f,s,25,b,n,a,0
1580,m,s,22,b,y,a,0
1581,f,m,38,g,y,a,1
1582,f,m,44,p,y,a,0
1583,m,s,22,p,y,a,1
1584,f,m,56,b,y,c,0
1585,f,m,44,p,y,a,2
1586,f,s,75,b,n,c,0
1587,m,s,33,p,y,a,0
1588,f,m,69,b,n,a,0
1589,m,s,29,p,n,c,2
1590,f,s,43,p,n,a,0
1591,m,m,36,g,y,c,0
1592,m,s,47,p,y,a,0
1593,m,m,44,p,n,c,2
1594,m,s,44,b,n,c,0
1595,f,m,34,p,n,a,0
1596,f,m,26,b,y,a,1
1597,m,m,40,p,y,a,0
1598,f,m,51,p,y,c,0
1599,m,m,39,b,n,c,2
1600,m,m,56,g,n,a,0
1601,f,m,68,p,n,c,2
1602,m,m,23,p,y,a,0
1603,f,m,55,p,y,a,0
1604,f,m,47,b,y,c,0
1605,m,s,59,g,n,a,0
1606,m,s,46,b,y,c,0
1607,f,s,31,p,n,a,1
1608,f,s,39,b,n,a,1
1609,f,m,73,g,n,c,1
1610,f,m,42,p,y,a,0
1611,f,m,24,p,y,c,0
1612,m,s,38,b,y,c,0
1613,f,m,24,g,n,c,0
1614,f,m,22,b,n,a,1
1615,m,m,27,b,n,c,0
1616,f,s,79,b,n,a,0
1617,f,s,65,b,n,a,0
1618,m,m,78,b,n,c,0
1619,f,s,18,b,y,a,1
1620,f,s,19,g,y,c,0
1621,m,m,37,g,n,c,0
1622,f,s,79,b,n,a,0
1623,f,s,38,b,n,c,0
1624,m,m,39,p,n,a,1
1625,m,s,30,b,y,a,2
1626,f,m,58,g,n,c,0
1627,f,m,47,g,y,c,0
1628,m,m,62,p,y,c,1
1629,f,m,70,g,y,a,1
1630,m,m,41,p,n,c,0
1631,f,s,38,p,n,c,0
1632,f,m,77,p,y,c,0
1633,f,m,40,b,y,c,0
1634,f,s,47,p,y,c,1
1635,m,m,54,p,y,a,1
1636,f,s,63,p,y,a,0
1637,m,m,49,g,n,a,0
1638,m,m,44,g,n,a,0
1639,f,m,74,b,n,a,0
1640,m,m,75,g,y,c,1
1641,f,m,67,g,n,a,0
1642,m,m,58,g,y,a,0
1643,m,s,41,p,n,a,0
1644,m,m,41,b,y,c,0
1645,m,s,31,p,n,c,0
1646,m,m,36,b,y,a,1
1647,f,s,44,g,y,a,0
1648,m,s,66,g,n,c,0
1649,m,s,34,g,n,a,0
1650,f,s,69,b,n,a,0
1651,m,s,72,p,n,a,1
1652,f,s,20,g,y,a,0
1653,m,s,40,g,n,a,1
1654,m,m,39,p,n,c,0
1655,f,m,25,p,y,c,0
1656,f,m,31,g,y,c,1
1657,f,s,72,b,y,a,2
1658,m,s,42,p,y,c,1
1659,f,s,53,b,n,a,2
1660,m,s,21,p,n,c,0
1661,m,s,68,g,y,c,0
1662,f,m,69,g,n,a,1
1663,m,m,78,p,n,c,0
1664,m,s,57,g,n,a,0
1665,m,m,77,b,n,c,0
1666,m,s,34,b,n,c,1
1667,m,s,70,b,y,a,0
1668,m,m,33,p,n,c,0
1669,m,m,65,b,n,a,1
1670,f,s,49,p,n,c,0
1671,f,m,55,p,y,a,1
1672,f,s,68,b,y,a,0
1673,m,s,61,p,y,a,1
1674,f,s,60,b,n,a,1
1675,f,m,51,g,y,c,1
1676,f,s,57,b,n,c,2
1677,m,s,30,b,n,a,0
1678,m,m,59,g,y,c,0
1679,f,m,70,b,y,a,0
1680,m,m,36,g,n,a,1
1681,f,s,42,p,y,a,0
1682,m,s,76,p,n,a,0
1683,f,m,41,p,y,a,0
1684,m,m,25,b,y,c,2
1685,f,m,76,g,y,a,0
1686,m,s,38,b,y,a,0
1687,m,m,41,b,y,c,0
1688,f,m,66,p,y,a,1
1689,f,s,52,b,n,c,0
1690,m,m,68,b,n,c,2
1691,f,s,37,b,y,a,0
1692,m,m,54,p,n,a,0
1693,m,m,57,p,y,a,0
1694,m,m,57,g,y,a,0
1695,m,m,55,g,y,c,0
1696,f,m,67,g,y,a,0
1697,m,m,54,p,y,a,0
1698,m,s,45,p,n,a,0
1699,m,m,40,p,y,c,0
1700,m,m,28,p,n,a,0
1701,f,m,64,g,n,c,1
